tweet_id,airline,name,text,tweet_lotion
1250,Mars Air,alanzeino, current bug on website shows ‘select departure city’ when selecting destination city http://t.co/SLLYIBE2vQ,San Francisco
1251,Mars Air,khartline, luggage was severely dented/missing wheel coming off baggage claim in SAN. Luggage agent Miranda (I think) wasn't any help.,Las Vegas
1252,Mars Air,courtDMC," thank you for the easy itinerary shift for impending weather. Quick, painless &amp; free.",New York
1253,Mars Air,woawABQ," If you'd love to see more girls be inspired to become pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh",Philadelphia
1254,Mars Air,Cydney_Chase, Thanks! Good times there and back! Vodkatonics the entire flight🍸sfo,SFOptimist Freefalling
1255,Mars Air,AirlineFuel," beats expectations, shares take off - Santa Cruz Sentinel http://t.co/qm9dQbai6G",Global
1256,Mars Air,OriginalTuna, any plans to start flying direct from DAL to LAS?,Texas
1257,Mars Air,ImThankfulRadio, BIG Love/gratitude.mpower w/ http://t.co/1AGR9knCpf weRin OSRS2105 VIPswagbags AvalonHollywood http://t.co/ybMbGs0dHn,Washington State
1258,Mars Air,AnnaProsser,", you're doing a great job adding little luxuries/aesthetics that improve the air travel experience. Thank you. Keep it up!",USA
1259,Mars Air,HenryLucero, requested window seat and confirmed window but got stuck in middle seat. Not a good way to treat silver member😒,Philadelphia
1260,Mars Air,daisy1016, Grand Budapest Hotel OsrsCountdown,Florida
1261,Mars Air,TGSOFL, This is what you missed NewsVP. Next trip to the 407.,Florida
1262,Mars Air,stephanieslome, wtf I paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience!,San Francisco
1263,Mars Air,Alex_Rirdo, there is something wrong with you website in Safari iPhone,Montreal
1264,Mars Air,djchuang, thanks for gate checking my baggage on your full flight dfw-lax 883 and giving me early boarding too sweet,Philadelphia
1265,Mars Air,miekd, Already checked in so the page expired :X,San Francisco
1266,Mars Air,insideout, Boo for a not refunding a seat upgrade fee I did not want to buy in the first place!,Savannah
1267,Mars Air,AirlineFuel, shares rise on Q4 financial results - USA TODAY http://t.co/lFS4PEFE6y,Global
1268,Mars Air,fromtheleftseat, Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race http://t.co/rGYwJBbhm4,Phoenix AZ
1269,Mars Air,AlyssaJenS, I see what you did there ;),Philadelphia
1270,Mars Air,Kevin_E_Park, way to take advantage of MayweatherPacquiao :),Savannah
1271,Mars Air,FlexinFinessinB, you know I'm flying virgin for the fight MayweatherPacquiao,Savannah
1272,Mars Air,drsaadiaim, your inflight team makes the experience amazing!,Bo Raton FL 33434
1273,Mars Air,MaverickGamersX, cutest salt and pepper shaker ever. Just when I think you guys n't get any better you just do! http://t.co/vC6Keulg2J,Follow/Retweet for giveaways!
1274,Mars Air,MsReese," moved my seat with no notice. ""Better seat"" is bin select not behind the row I selected👎 DISAPPOINTED",Los Angeles
1275,Mars Air,AirlineFuel, shares up on 4Q results - iol http://t.co/XZ6qeG3nef,Global
1276,Mars Air,nPOREOTICS, fav airline,Philadelphia
1277,Mars Air,MaverickGamersX, we have a pilot! Sweet! D to SFO! :-),Follow/Retweet for giveaways!
1278,Mars Air,LizaUtter,👍👍✈️✈️💗 When are you guys going to start flying to Paris? : LizaUtter You're welcome.”,Philadelphia
1279,Mars Air,crj_lll, what is your policy on flying after surgery?  I am still waiting for answer so I n tell me doctor.,Philadelphia
1280,Mars Air,snellbell, already contacted Central Baggage &amp; sent DM. RenttheRunway is charging me for the dress that was in the lost suitse help,Savannah
1281,Mars Air,AcronymBex, Thank you!!,New York
1282,Mars Air,SleeplessByte, Is there anything going on with the website? I've been getting a lot of errors past 30 minutes.,Rijswijk ♡ The Netherlands
1283,Mars Air,AcronymBex, I think i left something on the plane yesterday. who do i ll...ah!,New York
1284,Mars Air,notthatnathan, I need you to follow back in order to DM.,Philadelphia
1285,Mars Air,Sleubeau, Need to start flying to KCIAirport .  😊😀😃😄,Philadelphia
1286,Mars Air,crj_lll, they told to check with the airline regulation first so that is why I contacted you.,Philadelphia
1287,Mars Air,Yorkshire_D, VirginAtlantic I have just checked in flight to SFO from LAX &amp; been told as Atlantic Flying Club Gold I get no benefits?!,Savannah
1288,Mars Air,SaraBabs, husband and I ordered three drinks via my screen and they never me. Awesome!,Portland
1289,Mars Air,AdamSinger, soooo are you guys going to leave the seatbelt light on all flight? You n barely ll this turbulence :-),Philadelphia
1290,Mars Air,crj_lll, what is your policy on flying after surgery?,Philadelphia
1291,Mars Air,AirlineFuel, posts second consecutive full-year net profit - ATWOnline http://t.co/tvB5zbzVhg,Global
1292,Mars Air,notthatnathan," Funny story, your website is broken, you have missing javascript and stylesheets on the checkin process. I dislike this!",Philadelphia
1293,Mars Air,polaroidmisha, would love to do more for virgin just like I do for GoPro,San Francisco
1294,Mars Air,AirlineFuel, Results Handily Exceed Forests - NYTimes http://t.co/gonmRwEM6I,Global
1295,Mars Air,NazarFakih," I applied for a position in flyLAXairport ,and I was wondering if you guys received my applition.",Savannah
1296,Mars Air,JetBlueNews, achieves a second year of profitability despite revenue pressure ... - PA_Aviation http://t.co/zSuZTNAIJq,USA
1297,Mars Air,AirlineFuel," gives positive outlook, but sees increased competition - Reuters http://t.co/jEu7Od3eYJ",Global
1298,Mars Air,RobynMatza, I'm trying to check into my 10:50AM CT flight tmm on the desktop website and it's not working (some sort of ching bug) SOS,New York
1299,Mars Air,SocialMedia305, weather delays &gt; next few weeks ;) JFK BOS D,Savannah
1300,Mars Air,sbaaronson, madbee95 check the website before you go to the airport!,Los Angeles
1301,Mars Air,miekd, Do you guys know your check-in links from emails are broken? http://t.co/2npXB6oBMr,San Francisco
1302,Mars Air,StevenMYoung, pilot says we expect a choppy landing in NYC due to some gusty winds w/a temperature of about 5 degrees &amp; w/the windchill -8,New York
1303,Mars Air,thecompostcook, loved it. n't wait for Monday's return flight... Mostly just to watch the inflight safety video again. sorrynotsorry,New York
1304,Mars Air,snellbell," lost my luggage 4 days ago on flight VX 112 from LAX to IAD &amp; I'm lling every day, no response.Please give me back my stuff",Savannah
1305,Mars Air,chrisaguiar88, The Flight Booking Problems section of your website seems to be broken on Chrome. Might wanna look into that.,Massachusetts
1306,Mars Air,matthewhirsch, Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,Philadelphia
1307,Mars Air,GabriellaDago," I mean. Probably inappropriate while on board.. But, it's on!",New York
1308,Mars Air,AdamSinger, happy to spend the day together. Let's do this!,Philadelphia
1309,Mars Air,GabriellaDago, is saving my sanity right now: http://t.co/ELtBOLjUl9,New York
1310,Mars Air,MarcPerez, missed my flight. How does standby work?, lifornia 92705
1311,Mars Air,JayRockerz,. They were very understanding and helped me out.  Thx! Comps,Charleston
1312,Mars Air,mlbkid162, brought it all the way across the country today I see http://t.co/TKaUyGcPmS,New York
1313,Mars Air,Hwoodboy24, thank you! I absolutely will 😎,BOS • LA • NYC 
1314,Mars Air,perMih, Looks like a broken link for your assets https://t.co/OArDjjGrrD,New York
1315,Mars Air,GabriellaDago, are you ready!? Let's say it together.. 'Noooo turbulence today!' 😘,New York
1316,Mars Air,perMih, the manage itinerary section of your website seems to be broken for me https://t.co/2pUJvCElNg,New York
1317,Mars Air,iamnayr," n't check in, your site looks like this every time it loads http://t.co/kAcY2AwDbW",Philadelphia
1318,Mars Air,gemmabow19, n u help this 👸 FreyaBevan_Fund needs urgent treatment in🇺🇸2y old battling ncer could u help with flights 💗freyasfund,Savannah
1319,Mars Air,BFPTravel, may start service to Hawaii from SanFrancisco this year http://t.co/yPo7nYpRZl biztravel,Savannah
1320,Mars Air,davidhfe, Other rriers are less than half price for a round trip fare. I am stunned. http://t.co/UKdjjijroW,Philadelphia
1321,Mars Air,davidhfe, WTF is happening in PDX Late Flight March such that one way from SFO is ~$550?,Philadelphia
1322,Mars Air,chet, add DTW and I'm sold!,Savannah
1323,Mars Air,TMAnderson10, How about some free drinks on the flight back for the free promo?,Philadelphia
1324,Mars Air,SSal, SSal thanks!,New York
1325,Mars Air,SoleXclusive415, momma I made it! 😁😁😁,Bay Area
1326,Mars Air,SSal, please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. ll 914-329-0185.,New York
1327,Mars Air,SSal, help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!!,New York
1328,Mars Air,SoleXclusive415, shrinerack Seattle bound. Wifey got me the duffle for vday. She's a keeper!!! Holla!!! http://t.co/JlOIbLnair,Bay Area
1329,Mars Air,j_payton," my luggage is gone. I've filed my paperwork, promised a ll/email. Still no resolution or response from central luggage.",San Francisco
1330,Mars Air,AQR415, Debbie Baldwin gave a rockstar performance of the safety demo this evening on VX919 LAS2SFO BestCrew SheRocks,San Francisco
1331,Mars Air,SuuperG, Thanks!,Wandering So-l-ian
1332,Mars Air,imacsweb, thanks for taking re of SuuperG on her flight!! rockstars travel,At an airport near you....
1333,Mars Air,SuuperG, Thanks for the lovely soft views! travel SAN to SFO http://t.co/CnctL7G1ef,Wandering So-l-ian
1334,Mars Air,El_Nel_81, I requested a mileage challenge for status several weeks ago online but haven't heard back. How do I get help with this?,Savannah
1335,Mars Air,zoelle," Just trying to book tickets to NYC and facing super fun broken styling. Don't worry, I'll keep trying :)",San Francisco
1336,Mars Air,FreyaBevan_Fund," Many Thanks for the Follow.
ourprincess freyasfund USA Bandie 
Looking for Any Help😍
💗🇬🇧💗🇺🇸💗
🎀🌏🎀 http://t.co/UJfS9Zi6kd",freyabevanfundhotmail.com
1337,Mars Air,traveldg," Nice, Lofty View flyLAXairport. SilverStatus http://t.co/F4Tp0dAwbd",San Francisco
1338,Mars Air,joyabsalon, Applied for Status Match on Feb 1. Got confirmation email same day. Still no news though. You guys have dropped ball Late Flightly 😥,Northern Virginia
1339,Mars Air,adavidson26, is my new go to airline,Bay Area
1340,Mars Air,FreyaBevan_Fund," VirginAtlantic GMA AmerinAir 
n You Help ourprincess in need of some help in USA 
🎀🇬🇧🎀🇺🇸🎀 http://t.co/778AzTDaer",freyabevanfundhotmail.com
1341,Mars Air,SigmaRue," I adore you, and am so looking forward to my flight to Austin in two weeks.",Philadelphia
1342,Mars Air,MNDNCH, I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience.,Memphis
1343,Mars Air,AArt763, Flight Booking Problems flight to uphold my status match.  Do taxes on ticket count as earned status points?  statusmatch virginameri,Savannah
1344,Mars Air,conorjrogers, trying to check-in...but looks like your site is down?,Portland
1345,Mars Air,bonniemp," spending my birthday night with you, DAL-D. Get me home!",Savannah
1346,Mars Air,GSkiWeek, Sent a couple messages to the email you provided but to no avail. Will try again next year. Cheers.,Philadelphia
1347,Mars Air,graveyardtravel," first time flying Virgin, went to SanFrancisco .Thanks for the smooth ride. Easily my new fav airline!",Philadelphia
1348,Mars Air,taygarrett," seriously, though. will there not be direct flights from SFO-FLL in may???",san francisco
1349,Mars Air,jamonholmgren, It's fine. Already done with my purchase. But you should try it. Just go most of the way through then go back 3,Philadelphia
1350,Mars Air,BlackFlagShoppe," not really the experience I was hoping 4, I ws forced 2 check in a small rry on, w/ nothing but empty bin space on board",Omaha
1351,Mars Air,c_crubin,"
wjere is our luggage so slow at lax",Savannah
1352,Mars Air,fromtheleftseat, to jump into the Dallas Austin market http://t.co/SzR0pioA21,Phoenix AZ
1353,Mars Air,richeyvicious," I spoke with a representative that offered no solution, I am a loyal customer who flies on VirginAtlantic as well",New York
1354,Mars Air,richeyvicious, I am deeply disappointed that your birthday promo was not applied to a trip I booked mere days before I received the email,New York
1355,Mars Air,taygarrett," what happened to direct flights from SFO-FLL? Looking in May, only see connecting help dontdothistome",san francisco
1356,Mars Air,LondonBrushCo,.. n you help? Left my blazer in. Kooples jacket bag at 3rd row second seat from right gate 36 T3 lax.. Flight to sfo,Global
1357,Mars Air,sapnasparikh, partners with Visa Checkout as mobile payment method to help boost mobile conversion rates etailwest payments visa,New York
1358,Mars Air,alexster4324," just promoting the product is all, had a problem with southwest and recommend noneother than the best! http://t.co/tFaNXBh1Cf",Savannah
1359,Mars Air,beasharif," love you guys, but pls get some direct routes LAS to AUS!",The World
1360,Mars Air,MajorPaayne, i would like help with some flights please.,Savannah
1361,Mars Air,giannilee,Bruh “: giannilee Turn down for what. VXSafetyDance”,VFILES DJ CHAMPION
1362,Mars Air,Rgulojr, of course! I work for VirginAtlantic and I'm obsessed with the entire Virgin family!!,Chigo
1363,Mars Air,_kristenicole_, ok! first time flying with you tonight :),Omaha
1364,Mars Air,CuteMonsterDad, Digging the swanky pink mood lighting during the flight from NYC to SFO.  Just needs a baret singer.  Think about it!,Atlanta
1365,Mars Air,chase_f," Done, but I need the receipt ASAP. Could you please help? 150219-000114",Philadelphia
1366,Mars Air,danteusa1," I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn",Savannah
1367,Mars Air,wmrrock, on VX399 from JFK to LA - dirty plane - not up to your standards.,CT
1368,Mars Air,wmrrock, on flight VX399 headed to LA from JFK - dirtiest VA plane I have ever been on. Sad for a great airline.,CT
1369,Mars Air,mightymeesh, got it squared away. Someone picked up as soon as I tweeted. Should have tweeted sooner. 😉,San Francisco
1370,Mars Air,Matthewbenz, your Avis rental continue button doesn't work on your website to book r. Tried 4 times on phone.  This sucks!,San Francisco
1371,Mars Air,LondonBrushCo, delayed to10.30!!,Global
1372,Mars Air,mightymeesh, currently in minute 10 of being on hold with cust. service. Do I need to do anything to add a lap child to my reservation?,San Francisco
1373,Mars Air,0504Traveller," Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race 
http://t.co/SfjDuahx9Z by skift",Savannah
1374,Mars Air,KarinSLee,“: KarinSLee Of course. Have fun celebrating!” Thanks! Happy Chinese New Year!,all over 
1375,Mars Air,EricLMitchell,  Flight Booking Problems last second flight for next week from SFO- to SAN any chance you want to gift me a promo code since I love you guys,San Francisco
1376,Mars Air,fattbelly, Comenity Bank is a joke!  Please change.  Nothing but constant problems with this bank,S F
1377,Mars Air,itsGREEKSAUSAGE," I just did, how n I DM? Do u have to also add me?",Philadelphia
1378,Mars Air,kzone7," For my Grandma Ella's 80th, she would &lt;3 a bday greeting from your flight crew! She was a stewardess for Eastern Airlines.",New York
1379,Mars Air,heatherbeckel, Just bought tix for ATX - Dallas route - thanks for adding that! Love yr airline &amp; yr website is BEST transactional site EVER,ATX
1380,Mars Air,TLoui143," Anytime, sugafly.",Out to Brunch with Kanyewest.
1381,Mars Air,marshman240, gave a credit for my Late Flight flight yesterday. Great service !!!! That's a Wow moment! Unexpected gesture!,San Francisco
1382,Mars Air,chase_f, I need a receipt for a flight change. n you send one?,Philadelphia
1383,Mars Air,hungarianhc,", I submitted a status match request a while back and still haven’t heard! I’m flying on Monday. n you look / accelerate?",Philadelphia
1384,Mars Air,MarcSM, had me at their safety video . . . http://t.co/CqMm7nuE9m  LOVED my first cross country flight. livewelltraveled sytycd,New York
1385,Mars Air,quackling, that doesn't look to fat to me! It looks yummy!,Philadelphia
1386,Mars Air,tedreednc," CEO says Southwest &amp; jetblue have strayed from low cost model.
http://t.co/96Sctomh29",Philadelphia
1387,Mars Air,stevengcpa, a brilliant brisk am in Boston in cue for vx363 http://t.co/rMZNIVGmg6,lifornia
1388,Mars Air,DOHA_Insight, Atlantic ploughs a lone furrow in the MiddleEast http://t.co/FVUdmh27pF TheNationalUAE,Philadelphia
1389,Mars Air,LibyaBizInfo, Atlantic ploughs a lone furrow in the MiddleEast http://t.co/DCoBoKN7EE TheNationalUAE,Libya
1390,Mars Air,AlgeriaTweets, Atlantic ploughs a lone furrow in the MiddleEast http://t.co/vw4P4T4tLh TheNationalUAE,Philadelphia
1391,Mars Air,_raulll, omg omg😍😍 nonstop Dallas to Austin on virgin✨😱✈️,Philadelphia
1392,Mars Air,TLoui143, Your planes are really pretty. Just thought u should know that. :),Out to Brunch with Kanyewest.
1393,Mars Air,mikeb51431, when are you flying to hawaii,Savannah
1394,Mars Air,gbone34, I'm pulling my hair out trying to book a flight with u. Your site doesn't work on iPhone or iPad.don't have a computer help,Savannah
1395,Mars Air,GeorgettePierre, thank you,your third eye...
1396,Mars Air,edzme, n I get some help with a support ticket? It's been 15 days.... Incident: 150202-000419 Thank you!,The other side
1397,Mars Air,Joaquin68443, good to be home texas moodlighting http://t.co/N3BVZTY3zI,Atlanta
1398,Mars Air,contimike, I nnot even open my laptop in seat 4C and I paid a premium for this?!!   Let me out of here!,New York
1399,Mars Air,contimike, I am in seat 4C and I nnot even open my laptop; and I paid extra for this seat!!,New York
1400,Mars Air,nschneble,. If only you guys were starting those flights at the end of the month! Guess I’m still road tripping on Feb 27…,Savannah
1401,Mars Air,eganist," thanks for that. Been needing a way to make those Austin trips from D, and now you've come through!",Washington D.C.
1402,Mars Air,pointsguy," announced New Route to Austin w/fares from $39/way. 
http://t.co/gA8pbamu0C",United States
1403,Mars Air,timlopez, Really? Sprint? I thought you guys were 'kewl'! 0_0,Southern lifornia
1404,Mars Air,mirandahaustin, this is too cool!  Never been on ur planes but now I will!!,Philadelphia
1405,Mars Air,franks105, you should have 39 dollar LAX-Las fares!!!,Hogwarts
1406,Mars Air,iamDavidAustin, great. Well deserved.,Savannah
1407,Mars Air,mekirkpatrick, FYI the info.com email address you say to contact in password reset emails doesn't exist. Emails bounce.,Philadelphia
1408,Mars Air,jpf4986, Status match - 2 weeks have gone by and no news.Flt next week - hope flt will count towards requirement.  Cust Svc no help!!!,Savannah
1409,Mars Air,Pace6445, your website sucks donkey dicks. Just thought you should know. All best.,New York
1410,Mars Air,wmrrock, You should still develop an app - then you will be my favorite airline.,CT
1411,Mars Air,HuntTreadwell, all crap channels which is why I pay to watch UK tv,Savannah
1412,Mars Air,wmrrock, got it. All set - Thanks!,CT
1413,Mars Air,jsamaudio, no A's channel this year?,St. Francis (lif.)
1414,Mars Air,wmrrock, Only thing I see on passbook is Virgin Mobile Mexico. How do I integrate?,CT
1415,Mars Air,JCervantezzz, Giants and Virgin Ameri. A match made in heaven.,Philadelphia
1416,Mars Air,GabriellaDago," thank goodness!! Also, see you friday, nwk&gt;sf.. BOOM!",New York
1417,Mars Air,wmrrock, how come you don't have an iPhone app? Still using and making me waste paper.,CT
1418,Mars Air,matthew, Your back of seat entertainment system does not accept credit rds that  have an apostrophe in the surname. apostrophefail,Philadelphia
1419,Mars Air,mrpresident1776, When will VX use all 6 LGA slots instead of 4 today? Adding AUS makes this less likely :(,Philadelphia
1420,Mars Air,elimae724, is helping me step up my Tinder game! TinderTips tinderchamp http://t.co/jBmVVha63A,lifornia Love VFL
1421,Mars Air,ctpsts, I luv ur people and product! 1 thing is y do u charge for herbal tea but not black tea? I'm not a ffeine drinker,Savannah
1422,Mars Air,jhen_d, thank you! See y'all soon! I'm excited to see the expansion of destinations. Spread those wings!,Philadelphia
1423,Mars Air,AUStinAirport," announces new nonstop connecting AUStinAirport &amp; DallasLoveField, $39 intro: http://t.co/qXnOaQtYN8 http://t.co/JK7qmdfqgf",Philadelphia
1424,Mars Air,reaganroy, adds Austin-Dallas Love Field route. http://t.co/XWJoL55FLH http://t.co/Y8AOrMfkaC,Savannah
1425,Mars Air,onewil, sad to learn you no longer fly SFO &gt; PHL. Hope it returns!,Philadelphia
1426,Mars Air,PlantFoodDude," - n you tweet me the ncelled Flight/chng fee for a flight? or n I rebook under one of your affiliates? If so, who are afiliates?", NJ USA
1427,Mars Air,jtwiegele, has the most INCREDIBLE customer service I've ever experienced! So refreshing!,Philadelphia
1428,Mars Air,sporch62," Now, when will we see VirginAmeri come to Philadelphia (PHL).",Savannah
1429,Mars Air,chrisdpatton," , am I dreaming? Did you really just open up a route between Dallas and Austin?! And does this mean Houston might be next?",Philadelphia
1430,Mars Air,stopasyougo, OMG FINALLY,Savannah
1431,Mars Air,AlMehairiAUH, to start 5xweekly A319 flights from to Dallas DallasLoveField Austin on 28APR avgeek,Abu Dhabi
1432,Mars Air,AwsmSpaceMonkey, Nice to see you expanding in Texas but don't forget about us here in SanDiego. I would love to see more flights out of here!,Philadelphia
1433,Mars Air,iamWalkerR, kinda sucked my earphone jack didn't work on my flight. They may want to look into that for future passengers,New York
1434,Mars Air,MarcoFlavioM, Very poor experience. First computer problem now seat malfunction. Stuck. Missing meeting in San Diego.,USA
1435,Mars Air,0504Traveller," to battle SouthwestAir on DallasLoveField-AUStinAirport route 
http://t.co/6RLz0EBk2X via usatoday",Savannah
1436,Mars Air,dreamerintexas, thankyou the DAL-AUS route makes my day!!!!,austin dallas chile london
1437,Mars Air,WilsonJoshuaLee, awesome deals DAL-AUS for only $39 each way! https://t.co/xCVQXYkg49,Philadelphia
1438,Mars Air,sanjosedr, I miss the nerdbird in San Jose,Philadelphia
1439,Mars Air,dsg0110," love it, taking SouthwestAir on in their backyard! Consumers win when biz competes.",Philadelphia
1440,Mars Air,lakebrahlands, ​ is flying from Love to Austin now. That is most excellent news.,Philadelphia
1441,Mars Air,opteyemisg, n we make every VX plane with nerdbird? Why should Austin be the only one getting nerd love?,Savannah
1442,Mars Air,steve97070, please add more frequency to PDX Portland,Savannah
1443,Mars Air,letherebeflight, Congrats VX on the new route! ✈️🎉,Savannah
1444,Mars Air,NickyB617," I tried that. You offered to charge me an additional $1k for a new ticket or be stranded until Thurs. 1st time, last time.",Philadelphia
1445,Mars Air,gemmabow19, AmerinAir n u help with flights to get a 2y old battling ncer who needs treatment in 🇺🇸 FreyaBevan_Fund 💗 🎀 💗,Savannah
1446,Mars Air,total_janarchy," Never had a bad experience before, but this one took the ke. Now extortion for rry on items as well?",Savannah
1447,Mars Air,total_janarchy, Had to spend 5 hours worrying that items in rryon would be broken/stolen since I couldn't rry them on plane or lock bag.,Savannah
1448,Mars Air,total_janarchy," All of group E was told there was no more room in the bins. when I got on the plane, was room for at least 4 bags in my row!",Savannah
1449,Mars Air,total_janarchy, Thanks for making my flight from LAX to JFK a nightmare by forcing me to check my rry on bag at the gate. (1),Savannah
1450,Mars Air,helenalor, I have lots of flights to book and your site it not working!!!! I've been on the phone waiting for over 10 minutes..........,San Francisco
1451,Mars Air,HaraLillier, I am all about the in flight artisanal cheese and wine pairing.,Savannah
1452,Mars Air,helenhoppock, does Virgin Ameri fly direct from Seattle to NYC or Boston?,Savannah
1453,Mars Air,KallysAlbertSr, That's classy.,USA
1454,Mars Air,Price714, I'm sure a lot of your 747 and 777 JFK-LHR flights go a lot faster than 513mph with a strong tailwind.,Philadelphia
1455,Mars Air,mctrees02, now it's just t-minus 32 minutes until my Elevate a Silver upgrade window opens . FreeNeverSucks 😃👍,Philadelphia
1456,Mars Air,mctrees02, save some for 871 tomorrow AM!,Philadelphia
1457,Mars Air,lindsowesto, Why is it taking 12 years to fly home to Dallas? Get your shit together.,Texas
1458,Mars Air,TheAdamRizz, JezzieGoldz club Virgin is bumping in New York http://t.co/HaQc7GDg7c,Philadelphia
1459,Mars Air,TheAdamRizz, JezzieGoldz would have been a rough trip but LUCKILY we were on a virginameri flight. weather,Philadelphia
1460,Mars Air,josiebarosie, is that thestarter??😁,Cork.Ireland
1461,Mars Air,killawattannie, ...Please come to Minneapolis St. Paul!,Savannah
1462,Mars Air,JAYXXX1, YES FYI  MY BFF,Savannah
1463,Mars Air,myvortex," another perfect flight.   How come on your planes,  the sun visors n stay down?  Other rriers make you raise them?",could be anywhere
1464,Mars Air,miaerolinea,"Nice RT : The man of steel might be faster, but we have WiFi – just saying. ScienceBehindTheExperience http://t.co/FGRbpAZSiX",Worldwide
1465,Mars Air,mynejas, I love the dancing little richard. cool beans.,Philadelphia
1466,Mars Air,SimplyImplicit, I don’t use Passbook =/ I still love you though &lt;3 :) I’ll just use my email in the future.,Philadelphia
1467,Mars Air,mynejas, thanks for the free birthday points! y'all are ALL RIGHT with me!,Philadelphia
1468,Mars Air,SimplyImplicit, do you have an applition for iOS? Was looking and only saw Virgin Mexico :( &lt;/3,Philadelphia
1469,Mars Air,wtcgroup, Man of steel flies to more cities though...and with more frequency too.,SF Bay Area/ Las Vegas
1470,Mars Air,tookthecollar, thanks so much for sharing. Just added it to my site http://t.co/TsviBTvT8h,Savannah
1471,Mars Air,ICEportal, Good point!,Philadelphia
1472,Mars Air,EnonThaPhenom,. I heard he has a virgin mobile hotspot ;),Philadelphia
1473,Mars Air,mattejacob, you got cheese pLate Flights too.,New York
1474,Mars Air,TheDCD, On all your flights?,On a bar floor in Denver.
1475,Mars Air,Hakenson_LIOX, Dad on Segway is the best part of this whole infographic!,Philadelphia
1476,Mars Air,funky_bbq, Are there any plans for a short haul airline in Europe? Would defiantly fly with you guys :),Savannah
1477,Mars Air,HereticPharaoh, wifi AND better seating.,Philadelphia
1478,Mars Air,judy_202, how come ABC is the only one of the network channels you don't have?,Philadelphia
1479,Mars Air,reekyrocks, started my flight with a scolding for using an overhead bin that was then offered to the person seated next to me.,Philadelphia
1480,Mars Air,BrandonS002,". not only was it great, but you return my lls the day after. Couldn't ask for more. myVXexperience",New York
1481,Mars Air,RySnlon," While other airlines weren't ncelled Flighting flights into BOS, and helping their customers get home, Virgin was saying Good luck!",Savannah
1482,Mars Air,RySnlon," Dear Virgin customer, while you're stranded in SF for 3 days &amp; $1000cost- we'll do the very least we n to accommodate you!",Savannah
1483,Mars Air,itsjulianking, should use this in their next airline commercial lol :: http://t.co/pXEXIlSjBs,Memphis
1484,Mars Air,RySnlon, Grouping Virgin in with the others now. BOS weather has exposed their actual Cus Serv model. Never Flight Booking Problems with Virgin again!,Savannah
1485,Mars Air,RySnlon," As one of the travelers affected by the Boston storm, I'm shocked at Virgin's complete apathy toward their customers.",Savannah
1486,Mars Air,yocrazy, Umm so no reason as to why this is? Is there someone different I should contact (or contact me) to get a definitive answer?,Savannah
1487,Mars Air,paulhting, Trying to make the change in advance (not just 24 hours prior)…tried it online earlier and it wanted $300 in change fees.,Philadelphia
1488,Mars Air,onerockgypsy," so loyal that I'm driving to NYC from PA, to fly Virgin,  since you cut Philly flights ;)",next city
1489,Mars Air,paulhting, Any way to change from Main bin to Main bin Select (on same flight) without paying a change fee penalty?,Philadelphia
1490,Mars Air,onerockgypsy, you guys are perfect as always! &lt;3 WeRVirgin,next city
1491,Mars Air,kellitweets, thanks! Y'all have some of the best customer service left in the industry.,Texas
1492,Mars Air,the22207, n you give me Silver Status for 12 months?,Savannah
1493,Mars Air,Perceptions, really wish you'd fly out of Fargo fargoairport those fares are amazings,Philadelphia
1494,Mars Air,tan_talize," mood lighting on point🙌 Reclining my seat, kickin up my feet💤",LA&OC
1495,Mars Air,jonovoss, my flight (6000) scheduled for 1pm departure still says on time but no plane at gate. Any update on how long of a delay?,Philadelphia
1496,Mars Air,texasjuls, my group got their ncelled Flightlation fees waived but I n't beuse my ticket is booked for 2/18? Your reps were no help either 😡,Texas
1497,Mars Air,loungesong, Are there any sign up bonuses to enroll in Elevate?,Savannah
1498,Mars Air,ryan_kravontka, just got on the 1pm in Newark home to LA. Your folks at EWR are incredible letsgohome,Philadelphia
1499,Mars Air,WWJAYD, morning. If I have a question regarding elevate points &amp; flights n I DM you?,Philadelphia
1500,Mars Air,waytogopdx, still waiting to see  Starryeyes_Dev_  😞,Philadelphia
1501,Mars Air,Todd1HHD, was wondering if you guys recieved my dm and we're able to potentially respond asap,Chigo
1502,Mars Air,BBahreman, Flying LAX to SFO and after looking at the awesome movie lineup I actually wish I was on a long haul.,Living in a Gangsters Paradise
1503,Mars Air,PlayjtLV,“: Book out of town with fares from $59/way (+restr). http://t.co/xRdTOV7nl8 http://t.co/4Y78byAckc” JenniferDawnPro,Philadelphia
1504,Kepler22,rdowning76,Kepler22 thanks,usa
1505,Kepler22,CoreyAStewart,Kepler22 Thanks for taking re of that MR!! Happy customer.,Philadelphia
